Entity,Field,RawDefinition,Position,SuggestedType,Required,UnitOrFormat,Sensitivity,Visibility,ForbiddenExposure,Validation,HistoryRule,Stage,P0,Source,Status
SupplierUser,lastLoginAt,lastLoginAt,7,DateTime,YES,ISO-8601 UTC timestamp,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",按实体version或审计日志保留变更证据,M1,"P0-005,P0-069,P0-070,P0-004,P0-072",综合方案§13核心数据模型,FROZEN_M1_000
SupplierUser,version,version,8,Int,YES,integer >= 0; optimistic-lock token,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"server validates type, ownership, state and length; client-derived ownership and authorization are never trusted",按实体version或审计日志保留变更证据,M1,"P0-005,P0-069,P0-070,P0-004,P0-072",综合方案§13核心数据模型,FROZEN_M1_000
Category,id,id,1,String(36),YES,UUID v4,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,server-owned identifier; ownership verified before lookup result,按实体version或审计日志保留变更证据,M2,P0-011,综合方案§13核心数据模型,FROZEN_M2_000
Category,parentId,parentId,2,String(36),YES,UUID v4,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,nullable only for level 1; no cycles; parent level must be exactly one less,按实体version或审计日志保留变更证据,M2,P0-011,综合方案§13核心数据模型,FROZEN_M2_000
Category,name,name,3,String(100),YES,UTF-8; max 100 chars,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,trimmed; non-empty; uniqueness enforced in owner scope,按实体version或审计日志保留变更证据,M2,P0-011,综合方案§13核心数据模型,FROZEN_M2_000
Category,level,level,4,Int,YES,1|2|3,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,integer 1..3; products bind only level 3,按实体version或审计日志保留变更证据,M2,P0-011,综合方案§13核心数据模型,FROZEN_M2_000
Category,sortWeight,sortWeight,5,Int,YES,signed integer sort weight,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO whitelist; length/enum/ownership/state validation; client-derived ownership rejected,按实体version或审计日志保留变更证据,M2,P0-011,综合方案§13核心数据模型,FROZEN_M2_000
Category,status,status,6,Enum<CategoryStatus>,YES,ENABLED|DISABLED,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,enum value and legal transition enforced by domain state machine,按实体version或审计日志保留变更证据,M2,P0-011,综合方案§13核心数据模型,FROZEN_M2_000
CategoryTemplate,id,id,1,String(36),YES,UUID v4,INTERNAL,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,server-owned identifier; ownership verified before lookup result,按实体version或审计日志保留变更证据,M2,"P0-012,P0-013,P0-014,P0-015,P0-016,P0-017,P0-018",综合方案§13核心数据模型,FROZEN_M2_000
CategoryTemplate,categoryId,categoryId,2,String(36),YES,UUID v4,INTERNAL,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,must reference an enabled leaf category for product submission,按实体version或审计日志保留变更证据,M2,"P0-012,P0-013,P0-014,P0-015,P0-016,P0-017,P0-018",综合方案§13核心数据模型,FROZEN_M2_000
CategoryTemplate,version,version,3,Int,YES,positive monotonic integer,INTERNAL,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,optimistic lock; increment exactly once per successful write,按实体version或审计日志保留变更证据,M2,"P0-012,P0-013,P0-014,P0-015,P0-016,P0-017,P0-018",综合方案§13核心数据模型,FROZEN_M2_000
CategoryTemplate,fieldSchema,fieldSchema,4,Json,YES,canonical JSON object; schema-versioned,INTERNAL,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,"server validates immutable profile discriminator plus field type, required, unit, enum, dependency and display-module schema; FOOD, FRESH, APPAREL, DIGITAL and GIFT_BOX enforce frozen product fields and SKU dimensions; GIFT_BOX bundle-items require name, positive quantity, specification and minimumExpiryDays",按实体version或审计日志保留变更证据,M2,"P0-012,P0-013,P0-014,P0-015,P0-016,P0-017,P0-018",综合方案§13核心数据模型,IMPLEMENTED_P0_017
CategoryTemplate,skuDimensions,skuDimensions,5,String(191),YES,UTF-8; max 191 chars,INTERNAL,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,new version only after publication; referenced versions cannot be overwritten,按实体version或审计日志保留变更证据,M2,"P0-012,P0-013,P0-014,P0-015,P0-016,P0-017,P0-018",综合方案§13核心数据模型,FROZEN_M2_000
CategoryTemplate,qualificationRules,qualificationRules,6,Json,YES,canonical JSON object; schema-versioned,INTERNAL,公司商品运营按固定职能访问；对客仅返回审核后的展示白名单,禁止跨供应商、越阶段或返回资质受控对象引用,HIGH_RISK regulatoryMode要求至少一项required且expiryRequired资质规则；公司显式控制及公司/商品qualificationValidUntil均未过期才能提交/审批/公开,已发布模板版本不可覆盖；强监管启停由RegulatedCategoryControl版本/历史/幂等命令追加留痕,M2,"P0-012,P0-013,P0-014,P0-015,P0-016,P0-017,P0-018",综合方案§5分类模板与§6商品资质,IMPLEMENTED_P0_018
CategoryTemplate,detailModules,detailModules,7,Json,YES,canonical JSON object; schema-versioned,INTERNAL,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,new version only after publication; referenced versions cannot be overwritten,按实体version或审计日志保留变更证据,M2,"P0-012,P0-013,P0-014,P0-015,P0-016,P0-017,P0-018",综合方案§13核心数据模型,FROZEN_M2_000
CategoryTemplate,afterSaleRules,afterSaleRules,8,Json,YES,canonical JSON object; schema-versioned,INTERNAL,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,new version only after publication; referenced versions cannot be overwritten,按实体version或审计日志保留变更证据,M2,"P0-012,P0-013,P0-014,P0-015,P0-016,P0-017,P0-018",综合方案§13核心数据模型,FROZEN_M2_000
CategoryTemplate,status,status,9,Enum<CategoryTemplateStatus>,YES,DRAFT|PUBLISHED|RETIRED,INTERNAL,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,new version only after publication; referenced versions and profile/regulatoryMode discriminators cannot be overwritten; HIGH_RISK defaults denied without explicit valid control,按实体version或审计日志保留变更证据,M2,"P0-012,P0-013,P0-014,P0-015,P0-016,P0-017,P0-018",综合方案§13核心数据模型,IMPLEMENTED_P0_018
SupplierProduct,id,id,1,String(36),YES,UUID v4,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,server-owned identifier; ownership verified before lookup result,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-061",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProduct,supplierId,supplierId,2,String(36),YES,UUID v4,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,derived from authenticated server session; client value rejected,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-061",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProduct,categoryId,categoryId,3,String(36),YES,UUID v4,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,must reference an enabled leaf category for product submission,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-061",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProduct,templateVersion,templateVersion,4,Int,YES,integer,INTERNAL,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,must reference an immutable published template version,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-061",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProduct,name,name,5,String(200),YES,UTF-8; max 200 chars,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,trimmed; non-empty; uniqueness enforced in owner scope,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-061",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProduct,brand,brand?,6,String(120),NO,UTF-8; max 120 chars,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO whitelist; length/enum/ownership/state validation; client-derived ownership rejected,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-061",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProduct,attributes,attributes,7,Json,YES,canonical JSON object; schema-versioned,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,validated against frozen schema; canonicalized; dangerous rich-text content rejected,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-061",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProduct,qualificationSnapshot,qualificationSnapshot,8,Json,YES,canonical JSON object; schema-versioned,PERSONAL_OR_SENSITIVE,仅本供应商商品职能与公司商品运营授权可见；公开DTO另行白名单,数据库实体及资质对象引用不得直接序列化为响应,HIGH_RISK按模板required规则校验引用数并要求伴随qualificationValidUntil晚于服务端当前时间,固化到资料版本和Product资质有效期快照；不回写历史,M2,"P0-006,P0-007,P0-008,P0-018,P0-061",综合方案§6商品资质,IMPLEMENTED_P0_018
SupplierProduct,isRetailEnabled,isRetailEnabled,9,Boolean,YES,true|false,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO whitelist; length/enum/ownership/state validation; client-derived ownership rejected,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-061",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProduct,isEnterpriseProcurementEnabled,isEnterpriseProcurementEnabled,10,Boolean,YES,true|false,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,"true exposes only after Product ACTIVE, enterprise price effective, and shared inventory available",按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-061",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProduct,enterpriseMinOrderQty,enterpriseMinOrderQty,11,Int,YES,non-negative integer quantity,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,positive integer when enterprise procurement is enabled,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-061",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProduct,enterprisePackageMultiple,enterprisePackageMultiple,12,Int,YES,non-negative integer quantity,INTERNAL,按角色、对象归属及配送阶段脱敏/解密,禁止跨供应商、越阶段或批量无审批导出,positive integer when enterprise procurement is enabled,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-061",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProduct,preparationMinutes,preparationMinutes,13,Int,YES,non-negative integer quantity,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,DTO whitelist; length/enum/ownership/state validation; client-derived ownership rejected,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-061",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProduct,status,status,14,Enum<SupplierProductStatus>,YES,DRAFT|PENDING_MATERIAL_REVIEW|CORRECTION_REQUIRED|MATERIAL_APPROVED|ACTIVE|OFF_SHELF|REJECTED|ARCHIVED,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,enum value and legal transition enforced by domain state machine,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-061",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProduct,version,version,15,Int,YES,positive monotonic integer,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,optimistic lock; increment exactly once per successful write,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-061",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProductSku,id,id,1,String(36),YES,UUID v4,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,server-owned identifier; ownership verified before lookup result,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-019,P0-061,P0-063",综合方案§13核心数据模型,FROZEN_M2_000
SupplierProductSku,supplierProductId,supplierProductId,2,String(36),YES,UUID v4,INTERNAL,按资源权限与数据域访问；公开DTO另行白名单,数据库实体不得直接序列化为响应,server-owned identifier; ownership verified before lookup result,按实体version或审计日志保留变更证据,M2,"P0-006,P0-007,P0-008,P0-019,P0-061,P0-063",综合方案§13核心数据模型,FROZEN_M2_000
